Transaction_ID,Transaction_Date,Account_ID,Department,Vendor_ID,Transaction_Type,Amount,Payment_Method,Currency,Status,Posting_Date,Invoice_Number,Approver_ID,Created_By
TX0001129,2025-10-17,A052,Marketing,V0137,Journal Entry,68.96,Card,GBP,Rejected,2025-10-21,INV00001129,EMP00154,USR0017
TX0001130,2025-04-23,A017,Sales,V0299,Invoice,3956.8,Bank Transfer,GBP,Pending,2025-04-23,INV00001130,EMP00293,USR0136
TX0001131,2026-01-28,A051,Operations,V0116,Invoice,298.44,Card,GBP,Approved,2026-02-03,INV00001131,EMP00432,USR0036
TX0001132,2026-03-12,A002,Finance,V0489,Invoice,-516.36,Direct Debit,GBP,Approved,2026-03-15,INV00001132,EMP00358,USR0081
TX0001133,2026-01-27,A012,Operations,V0090,Invoice,2118.74,Bank Transfer,GBP,Approved,2026-02-01,INV00001133,EMP00047,USR0009
TX0001134,2026-03-29,A028,IT,V0148,Payment,2134.56,Bank Transfer,EUR,Rejected,2026-04-01,INV00001134,EMP00458,USR0117
TX0001135,2025-11-04,A025,HR,V0256,Journal Entry,1587.38,Card,USD,Approved,2025-11-11,INV00001135,EMP00299,USR0191
TX0001136,2025-08-19,A031,Sales,V0132,Expense,3151.97,Card,EUR,Approved,2025-08-25,INV00001136,EMP00371,USR0021
TX0001137,2025-07-13,A027,IT,V0376,Expense,992.15,Direct Debit,GBP,Approved,2025-07-16,INV00001137,EMP00304,USR0172
TX0001138,2025-10-27,A059,HR,V0111,Journal Entry,2168.01,Bank Transfer,GBP,Pending,2025-11-02,INV00001138,EMP00028,USR0106
TX0001139,2025-07-20,A001,IT,V0220,Journal Entry,2929.79,Bank Transfer,USD,Approved,2025-07-25,INV00001139,EMP00399,USR0086
TX0001140,2025-07-13,A035,IT,V0442,Payment,2926.98,Cheque,GBP,Approved,2025-07-18,INV00001140,EMP00233,USR0176
TX0001141,2026-02-10,A001,Finance,V0490,Credit Note,1535.05,Card,GBP,Pending,2026-02-11,INV00001141,EMP00437,USR0048
TX0001142,2025-09-18,A009,Finance,V0412,Invoice,2646.33,Cheque,GBP,Approved,2025-09-22,INV00001142,EMP00456,USR0182
TX0001143,2026-03-22,A033,IT,V0365,Journal Entry,512.49,Direct Debit,GBP,Rejected,2026-03-26,INV00001143,EMP00116,USR0196
TX0001144,2026-02-18,A044,Procurement,V0082,Payment,1748.92,Direct Debit,USD,Approved,2026-02-21,INV00001144,EMP00071,USR0081
TX0001145,2025-08-11,A053,HR,V0205,Invoice,815.01,Direct Debit,GBP,Approved,2025-08-13,INV00001145,EMP00309,USR0033
TX0001146,2026-01-18,A047,Procurement,V0290,Credit Note,657.55,Bank Transfer,USD,Approved,2026-01-24,INV00001146,EMP00133,USR0004
TX0001147,2026-02-22,A079,Operations,V0196,Invoice,818.26,Cheque,GBP,Pending,2026-02-24,INV00001147,EMP00382,USR0030
TX0001148,2025-08-05,A079,HR,V0460,Invoice,1561.33,Bank Transfer,GBP,Approved,2025-08-08,INV00001148,EMP00149,USR0140
TX0001149,2025-07-15,A046,IT,V0390,Journal Entry,1153.97,Bank Transfer,EUR,Pending,2025-07-21,INV00001149,EMP00132,USR0104
TX0001150,2025-07-01,A018,IT,V0026,Journal Entry,154.84,Bank Transfer,GBP,Approved,2025-07-04,INV00001150,EMP00242,USR0019
TX0001151,2026-01-12,A016,IT,V0027,Credit Note,123.69,Cheque,EUR,Rejected,2026-01-13,INV00001151,EMP00364,USR0082
TX0001152,2025-05-21,A059,Finance,V0235,Invoice,552.16,Card,GBP,Approved,2025-05-27,INV00001152,EMP00364,USR0123
TX0001153,2025-04-29,A079,Sales,V0390,Journal Entry,1995.12,Cheque,USD,Pending,2025-05-06,INV00001153,EMP00458,USR0198
TX0001154,2026-01-21,A052,Operations,V0316,Expense,84.15,Card,USD,Rejected,2026-01-23,INV00001154,EMP00136,USR0122
TX0001155,2026-01-22,A053,Operations,V0307,Invoice,3317.25,Cheque,GBP,Approved,2026-01-28,INV00001155,EMP00283,USR0153
TX0001156,2025-10-31,A060,IT,V0293,Expense,1173.41,Card,GBP,Approved,2025-11-07,INV00001156,EMP00202,USR0089
TX0001157,2025-12-23,A009,Finance,V0334,Journal Entry,8895.38,Bank Transfer,USD,Rejected,2025-12-29,INV00001157,EMP00239,USR0012
TX0001158,2025-12-13,A028,Operations,V0142,Invoice,3595.47,Cheque,GBP,Rejected,2025-12-14,INV00001158,EMP00038,USR0134
TX0001159,2026-01-27,A066,Finance,V0297,Invoice,850.66,Cheque,USD,Rejected,2026-01-26,INV00001159,EMP00463,USR0083
TX0001160,2025-07-10,A075,IT,V0179,Payment,1508.97,Direct Debit,EUR,Approved,2025-07-12,INV00001160,EMP00425,USR0157
TX0001161,2026-03-12,A022,Finance,V0382,Invoice,394.7,Bank Transfer,GBP,Rejected,2026-03-14,INV00001161,EMP00159,USR0064
TX0001162,2025-07-19,A035,Sales,V0402,Payment,1039.24,Cheque,GBP,Approved,2025-07-26,INV00001162,EMP00434,USR0184
TX0001163,2025-09-29,A041,Finance,V0447,Invoice,5684.02,Card,GBP,Approved,2025-09-29,INV00001163,EMP00497,USR0148
TX0001164,2026-02-07,A080,Sales,V0335,Invoice,662.98,Bank Transfer,GBP,Rejected,2026-02-09,INV00001164,EMP00001,USR0165
TX0001165,2025-04-01,A031,Marketing,V0400,Invoice,3361.65,Card,GBP,Rejected,2025-04-08,INV00001165,EMP00226,USR0181
TX0001166,2026-02-13,A063,Sales,V0234,Invoice,1177.59,Direct Debit,EUR,Approved,2026-02-20,INV00001166,EMP00290,USR0131
TX0001167,2025-05-25,A059,Operations,V0410,Invoice,658.91,Cheque,EUR,Rejected,2025-05-27,INV00001167,EMP00292,USR0094
TX0001168,2025-08-27,A010,IT,V0014,Credit Note,4041.63,Bank Transfer,GBP,Rejected,2025-08-27,INV00001168,EMP00346,USR0083
TX0001169,2026-02-03,A036,Finance,V0142,Payment,3143.41,Cheque,GBP,Approved,2026-02-03,INV00001169,EMP00263,USR0112
TX0001170,2025-08-15,A072,HR,V0353,Journal Entry,494.92,Direct Debit,GBP,Approved,2025-08-19,INV00001170,EMP00314,USR0193
TX0001171,2025-10-19,A047,IT,V0195,Expense,5690.06,Direct Debit,GBP,Pending,2025-10-23,INV00001171,EMP00400,USR0155
TX0001172,2026-02-07,A058,IT,V0476,Payment,2754.4,Bank Transfer,GBP,Pending,2026-02-09,INV00001172,EMP00248,USR0088
TX0001173,2025-07-26,A047,Finance,V0041,Payment,703.53,Direct Debit,GBP,Approved,2025-08-02,INV00001173,EMP00246,USR0108
TX0001174,2025-09-01,A022,Finance,V0015,Invoice,1139.74,Bank Transfer,GBP,Rejected,2025-09-02,INV00001174,EMP00047,USR0009
TX0001175,2026-01-16,A030,Marketing,V0494,Payment,3220.28,Card,GBP,Pending,2026-01-16,INV00001175,EMP00156,USR0012
TX0001176,2025-06-02,A023,Finance,V0379,Payment,325.2,Direct Debit,USD,Approved,2025-06-03,INV00001176,EMP00045,USR0124
TX0001177,2025-11-30,A079,Marketing,V0135,Invoice,7176.6,Direct Debit,GBP,Approved,2025-12-03,INV00001177,EMP00475,USR0087
TX0001178,2025-04-25,A047,Marketing,V0494,Invoice,804.21,Direct Debit,EUR,Rejected,2025-04-30,INV00001178,EMP00051,USR0021
TX0001179,2025-06-29,A054,IT,V0271,Invoice,1360.61,Direct Debit,GBP,Approved,2025-06-29,INV00001179,EMP00056,USR0183
TX0001180,2025-06-14,A016,Finance,V0191,Invoice,2566.14,Cheque,GBP,Approved,2025-06-15,INV00001180,EMP00231,USR0075
TX0001181,2026-01-19,A010,HR,V0202,Expense,833.79,Card,GBP,Rejected,2026-01-24,INV00001181,EMP00145,USR0140
TX0001182,2025-10-27,A036,IT,V0396,Invoice,4034.17,Direct Debit,GBP,Rejected,2025-10-29,INV00001182,EMP00306,USR0195
TX0001183,2026-03-13,A028,IT,V0352,Expense,2404.64,Card,GBP,Pending,2026-03-13,INV00001183,EMP00170,USR0118
TX0001184,2025-04-17,A042,HR,V0317,Journal Entry,1794.3,Direct Debit,USD,Approved,2025-04-24,INV00001184,EMP00388,USR0060
TX0001185,2025-08-06,A017,Finance,V0121,Invoice,5090.16,Bank Transfer,USD,Rejected,2025-08-10,INV00001185,EMP00365,USR0047
TX0001186,2026-03-30,A048,Marketing,V0185,Invoice,962.48,Direct Debit,USD,Pending,2026-04-02,INV00001186,EMP00010,USR0066
TX0001187,2025-12-07,A052,Procurement,V0295,Expense,290.79,Direct Debit,USD,Pending,2025-12-08,INV00001187,EMP00216,USR0198
TX0001188,2025-09-26,A060,Finance,V0262,Journal Entry,18415.2,Card,USD,Approved,2025-09-28,INV00001188,EMP00419,USR0109
TX0001189,2025-09-29,A039,Finance,V0347,Invoice,45.37,Direct Debit,EUR,Pending,2025-10-02,INV00001189,EMP00256,USR0043
TX0001190,2025-08-30,A051,HR,V0418,Journal Entry,264.71,Cheque,EUR,Approved,2025-09-04,INV00001190,EMP00079,USR0101
TX0001191,2025-04-25,A051,Sales,V0078,Credit Note,361.9,Direct Debit,GBP,Pending,2025-04-28,INV00001191,EMP00335,USR0026
TX0001192,2025-09-27,A005,Operations,V0436,Invoice,6259.7,Card,USD,Approved,2025-09-29,INV00001192,EMP00199,USR0151
TX0001193,2025-10-15,A064,Operations,V0401,Invoice,11717.89,Cheque,EUR,Pending,2025-10-21,INV00001193,EMP00091,USR0018
TX0001194,2026-03-10,A036,Operations,V0144,Journal Entry,3980.84,Direct Debit,GBP,Approved,2026-03-10,INV00001194,EMP00157,USR0048
TX0001195,2025-09-08,A039,Sales,V0037,Invoice,336.2,Direct Debit,GBP,Pending,2025-09-09,INV00001195,EMP00034,USR0018
TX0001196,2025-09-24,A011,Sales,V0042,Expense,636.78,Card,GBP,Approved,2025-10-01,INV00001196,EMP00048,USR0068
TX0001197,2026-01-10,A054,Finance,V0416,Invoice,1868.55,Bank Transfer,EUR,Pending,2026-01-15,INV00001197,EMP00004,USR0126
TX0001198,2025-06-02,A004,Sales,V0305,Expense,646.32,Direct Debit,GBP,Approved,2025-06-05,INV00001198,EMP00497,USR0089
TX0001199,2025-08-28,A048,IT,V0319,Payment,255.66,Bank Transfer,GBP,Rejected,2025-09-03,INV00001199,EMP00009,USR0172
TX0001200,2025-09-01,A055,Marketing,V0036,Payment,292.76,Direct Debit,GBP,Rejected,2025-09-02,INV00001200,EMP00284,USR0034
TX0001201,2025-09-03,A033,Marketing,V0091,Journal Entry,1154.28,Card,GBP,Rejected,2025-09-06,INV00001201,EMP00097,USR0152
TX0001202,2025-05-19,A001,IT,V0324,Invoice,2602.15,Direct Debit,EUR,Approved,2025-05-26,INV00001202,EMP00243,USR0039
TX0001203,2026-03-03,A034,Operations,V0243,Invoice,1929.04,Direct Debit,USD,Rejected,2026-03-10,INV00001203,EMP00292,USR0057
TX0001204,2025-06-23,A029,Sales,V0324,Invoice,1174.67,Cheque,USD,Approved,2025-06-29,INV00001204,EMP00071,USR0078
TX0001205,2026-03-27,A067,HR,V0006,Credit Note,835.41,Card,GBP,Approved,2026-04-01,INV00001205,EMP00101,USR0050
TX0001206,2025-09-24,A024,IT,V0207,Payment,3265.47,Bank Transfer,EUR,Rejected,2025-09-27,INV00001206,EMP00090,USR0131
TX0001207,2025-08-26,A066,Sales,V0172,Invoice,1357.93,Bank Transfer,GBP,Approved,2025-09-02,INV00001207,EMP00014,USR0136
TX0001208,2025-07-27,A071,Sales,V0094,Invoice,3142.05,Cheque,GBP,Pending,2025-07-29,INV00001208,EMP00278,USR0153
TX0001209,2026-03-08,A061,Sales,V0497,Expense,527.9,Bank Transfer,USD,Pending,2026-03-08,INV00001209,EMP00298,USR0047
TX0001210,2025-06-02,A075,IT,V0439,Invoice,2649.66,Card,EUR,Rejected,2025-06-07,INV00001210,EMP00330,USR0138
TX0001211,2025-10-06,A043,Procurement,V0217,Invoice,3176.08,Bank Transfer,GBP,Rejected,2025-10-13,INV00001211,,USR0192
TX0001212,2026-03-26,A075,Operations,V0080,Payment,1168.62,Cheque,GBP,Rejected,2026-04-01,INV00001212,EMP00404,USR0043
TX0001213,2025-05-19,A045,HR,V0111,Invoice,3243.32,Card,GBP,Approved,2025-05-20,INV00001213,EMP00468,USR0124
TX0001214,2026-02-21,A035,Procurement,V0124,Invoice,5489.16,Bank Transfer,USD,Rejected,2026-02-25,INV00001214,EMP00149,USR0177
TX0001215,2025-12-13,A033,Procurement,V0442,Expense,1446.0,Bank Transfer,GBP,Approved,2025-12-20,INV00001215,EMP00143,USR0032
TX0001216,2025-11-10,A069,HR,V0379,Invoice,2001.85,Card,GBP,Approved,2025-11-13,INV00001216,EMP00496,USR0037
TX0001217,2025-08-19,A067,Operations,V0256,Invoice,2091.4,Direct Debit,GBP,Rejected,2025-08-20,INV00001217,EMP00211,USR0176
TX0001218,2025-11-01,A012,Finance,V0314,Payment,4841.62,Cheque,USD,Approved,2025-11-02,INV00001218,EMP00308,USR0174
TX0001219,2025-10-28,A068,Sales,V0418,Expense,1653.3,Bank Transfer,EUR,Rejected,2025-10-28,INV00001219,EMP00159,USR0062
TX0001220,2026-02-12,A032,IT,V0436,Payment,989.2,Card,GBP,Approved,2026-02-14,INV00001220,EMP00183,USR0041
TX0001221,2025-05-02,A024,Operations,V0210,Expense,332.52,Bank Transfer,GBP,Rejected,2025-05-03,INV00001221,EMP00258,USR0147
TX0001222,2025-09-05,A051,Operations,V0459,Invoice,899.26,Cheque,GBP,Rejected,2025-09-10,INV00001222,EMP00126,USR0171
TX0001223,2026-01-10,A066,Operations,V0236,Invoice,838.84,Bank Transfer,EUR,Pending,2026-01-12,INV00001223,EMP00051,USR0091
TX0001224,2026-01-30,A069,HR,V0403,Invoice,256.92,Cheque,GBP,Approved,2026-02-04,INV00001224,EMP00012,USR0018
TX0001225,2026-01-11,A012,Procurement,V0369,Payment,762.2,Bank Transfer,EUR,Approved,2026-01-17,INV00001225,EMP00397,USR0140
TX0001226,2025-08-22,A025,IT,V0246,Invoice,11644.35,Card,USD,Approved,2025-08-29,INV00001226,EMP00237,USR0143
TX0001227,2025-04-19,A024,HR,V0043,Payment,602.6,Cheque,GBP,Pending,2025-04-19,INV00001227,EMP00207,USR0023
TX0001228,2025-04-18,A044,Operations,V0421,Invoice,-6647.94,Bank Transfer,GBP,Approved,2025-04-19,INV00001228,EMP00334,USR0037
TX0001229,2025-12-13,A045,IT,V0245,Credit Note,770.33,Cheque,GBP,Pending,2025-12-20,INV00001229,EMP00125,USR0152
TX0001230,2025-06-17,A057,Procurement,V0242,Payment,1359.49,Bank Transfer,GBP,Approved,2025-06-23,INV00069162,EMP00116,USR0001
TX0001231,2025-09-22,A045,Sales,V0095,Payment,1006.16,Direct Debit,GBP,Rejected,2025-09-25,INV00001231,EMP00190,USR0083
TX0001232,2025-10-11,A018,IT,V0119,Journal Entry,1088.07,Cheque,GBP,Approved,2025-10-16,INV00001232,EMP00087,USR0153
TX0001233,2025-07-22,A051,HR,V0444,Expense,1665.64,Card,EUR,Approved,2025-07-25,INV00001233,EMP00090,USR0183
TX0001234,2025-07-23,A020,Sales,V0237,Invoice,7856.36,Cheque,EUR,Pending,2025-07-21,INV00001234,EMP00202,USR0036
TX0001235,2025-11-08,A029,Procurement,V0368,Invoice,1081.99,Cheque,GBP,Rejected,2025-11-11,INV00001235,EMP00163,USR0156
TX0001236,2025-09-13,A076,HR,V0126,Expense,1500.93,Direct Debit,GBP,Pending,2025-09-13,INV00001236,,USR0071
TX0001237,2026-02-13,A063,IT,V0437,Invoice,1816.96,Card,EUR,Rejected,2026-02-15,INV00001237,EMP00058,USR0039
TX0001238,2025-08-10,A034,Finance,V0390,Payment,4145.33,Bank Transfer,USD,Approved,2025-08-12,INV00001238,EMP00215,USR0117
TX0001239,2025-12-20,A068,Marketing,V0330,Invoice,2360.68,Cheque,GBP,Pending,2025-12-27,INV00001239,EMP00172,USR0150
TX0001240,2025-05-25,A005,Sales,V0370,Invoice,1238.98,Direct Debit,GBP,Pending,2025-05-28,INV00001240,EMP00496,USR0190
TX0001241,2026-03-25,A074,Marketing,V0455,Invoice,8522.55,Cheque,GBP,Approved,2026-03-29,INV00001241,EMP00027,USR0035
TX0001242,2025-08-09,A022,Finance,V0467,Invoice,1443.05,Cheque,EUR,Approved,2025-08-12,INV00001242,EMP00454,USR0184
TX0001243,2026-01-13,A025,HR,V0184,Invoice,155.17,Card,GBP,Approved,2026-01-14,INV00001243,EMP00193,USR0041
TX0001244,2025-12-22,A062,Sales,V0361,Invoice,12039.99,Cheque,GBP,Rejected,2025-12-22,INV00001244,EMP00372,USR0162
TX0001245,2025-09-09,A001,Finance,V0210,Payment,2195.3,Bank Transfer,USD,Rejected,2025-09-09,INV00001245,EMP00201,USR0130
TX0001246,2025-06-26,A074,IT,V0098,Journal Entry,2606.45,Cheque,GBP,Approved,2025-06-27,INV00001246,EMP00321,USR0057
TX0001247,2025-05-25,A079,Marketing,V0237,Invoice,194.98,Bank Transfer,GBP,Pending,2025-05-25,INV00001247,EMP00221,USR0161
TX0001248,2026-01-13,A040,Procurement,V0468,Invoice,5313.56,Cheque,EUR,Approved,2026-01-15,INV00001248,EMP00078,USR0126
TX0001249,2025-09-25,A031,Marketing,V0100,Invoice,395.92,Cheque,GBP,Approved,2025-09-26,INV00001249,EMP00221,USR0139
TX0001250,2026-03-15,A076,Operations,V0474,Payment,1355.37,Direct Debit,GBP,Approved,2026-03-18,INV00001250,EMP00134,USR0184
TX0001251,2025-04-08,A005,Procurement,V0424,Invoice,116.06,Direct Debit,EUR,Approved,2025-04-09,INV00001251,EMP00018,USR0054
TX0001252,2026-02-15,A048,HR,V0411,Payment,1348.91,Direct Debit,USD,Approved,2026-02-15,INV00001252,EMP00380,USR0067
TX0001253,2026-02-07,A073,IT,V0213,Invoice,1380.09,Card,USD,Approved,2026-02-14,INV00001253,EMP00114,USR0032
TX0001254,2025-12-03,A051,HR,V0084,Journal Entry,3173.91,Direct Debit,EUR,Rejected,2025-12-05,INV00001254,EMP00405,USR0190
TX0001255,2026-02-17,A029,HR,V0027,Payment,2616.54,Direct Debit,GBP,Approved,2026-02-18,INV00001255,EMP00446,USR0143
TX0001256,2025-12-11,A051,Finance,V0117,Invoice,3828.6,Cheque,GBP,Pending,2025-12-15,INV00001256,EMP00467,USR0020
TX0001257,2026-02-22,A055,Procurement,V0407,Payment,385.88,Bank Transfer,GBP,Approved,2026-02-25,INV00001257,EMP00148,USR0116
TX0001258,2025-05-24,A042,Marketing,V0434,Invoice,1234.47,Cheque,GBP,Approved,2025-05-24,INV00001258,EMP00147,USR0022
TX0001259,2025-12-05,A078,Procurement,V0024,Expense,118.9,Direct Debit,EUR,Approved,2025-12-07,INV00001259,EMP00081,USR0056
TX0001260,2025-11-25,A020,Marketing,V0042,Payment,2004.76,Bank Transfer,GBP,Approved,2025-12-02,INV00001260,EMP00231,USR0156
TX0001261,2025-11-15,A060,HR,V0331,Payment,1987.69,Bank Transfer,GBP,Approved,2025-11-20,INV00001261,EMP00072,USR0031
TX0001262,2025-06-06,A039,Finance,V0390,Payment,3464.03,Direct Debit,USD,Approved,2025-06-13,INV00001262,EMP00177,USR0036
TX0001263,2025-05-21,A061,Finance,V0389,Expense,474.96,Bank Transfer,GBP,Approved,2025-05-24,INV00001263,EMP00174,USR0107
TX0001264,2025-07-06,A064,Marketing,V0113,Invoice,10970.34,Cheque,USD,Approved,2025-07-06,INV00001264,EMP00448,USR0192
TX0001265,2025-07-01,A023,IT,V0386,Invoice,8037.87,Bank Transfer,GBP,Approved,2025-07-01,INV00001265,EMP00417,USR0045
TX0001266,2025-12-20,A009,IT,V0147,Invoice,1912.48,Direct Debit,USD,Approved,2025-12-27,INV00001266,EMP00439,USR0156
TX0001267,2026-01-16,A053,Procurement,V0155,Invoice,259.49,Card,GBP,Approved,2026-01-19,INV00001267,EMP00249,USR0043
TX0001268,2025-07-05,A051,HR,V0143,Journal Entry,244.24,Direct Debit,EUR,Approved,2025-07-09,INV00001268,EMP00256,USR0119
TX0001269,2026-03-31,A032,Sales,V0305,Invoice,2326.05,Card,GBP,Pending,2025-07-01,INV00001269,EMP00125,USR0128
TX0001270,2025-06-17,A052,IT,V0408,Payment,826.22,Cheque,GBP,Approved,2025-06-17,INV00001270,EMP00175,USR0157
TX0001271,2026-01-13,A012,Marketing,V0349,Invoice,2494.97,Direct Debit,GBP,Rejected,2026-01-14,INV00001271,EMP00296,USR0046
TX0001272,2025-07-29,A066,Procurement,V0041,Payment,1185.3,Cheque,GBP,Rejected,2025-07-31,INV00001272,EMP00231,USR0186
TX0001273,2026-01-27,A021,IT,V0178,Credit Note,1307.81,Direct Debit,GBP,Approved,2026-01-31,INV00001273,,USR0129
TX0001274,2025-09-12,A040,Sales,V0280,Invoice,1186.15,Bank Transfer,USD,Approved,2025-09-16,INV00001274,EMP00387,USR0039
TX0001275,2025-09-29,A011,Sales,V0434,Invoice,747.84,Cheque,GBP,Approved,2025-10-01,INV00001275,EMP00186,USR0146
TX0001276,2025-11-09,A061,IT,V0205,Expense,502.4,Direct Debit,GBP,Approved,2025-11-10,INV00001276,EMP00291,USR0190
TX0001277,2026-02-05,A028,Finance,V0441,Invoice,359.73,Bank Transfer,GBP,Approved,2026-02-10,INV00001277,EMP00188,USR0056
TX0001278,2025-04-07,A076,Marketing,V0120,Payment,351.13,Cheque,GBP,Approved,2025-04-13,INV00001278,EMP00154,USR0076
TX0001279,2026-02-24,A005,HR,V0152,Journal Entry,3638.23,Cheque,GBP,Rejected,2026-02-24,INV00001279,EMP00235,USR0177
TX0001280,2025-12-19,A063,Procurement,V0396,Expense,2578.43,Cheque,EUR,Approved,2025-12-23,INV00001280,EMP00394,USR0062
TX0001281,2025-09-08,A015,Finance,V0034,Invoice,658.61,Direct Debit,EUR,Approved,2025-09-11,INV00001281,EMP00077,USR0145
TX0001282,2025-08-29,A032,Finance,V0199,Invoice,1009.42,Bank Transfer,EUR,Rejected,2025-09-04,INV00001282,EMP00317,USR0191
TX0001283,2025-06-24,A041,HR,V0461,Invoice,121.5,Cheque,EUR,Rejected,2025-06-27,INV00069067,EMP00405,USR0072
TX0001284,2025-08-25,A036,Marketing,V0281,Expense,1169.71,Bank Transfer,USD,Approved,2025-08-29,INV00001284,EMP00330,USR0156
TX0001285,2025-07-21,A078,HR,V0396,Expense,977.19,Bank Transfer,GBP,Pending,2025-07-23,INV00001285,EMP00241,USR0183
TX0001286,2025-05-06,A009,Sales,V0213,Payment,655.3,Card,USD,Pending,2025-05-11,INV00001286,EMP00132,USR0034
TX0001287,2026-01-10,A044,Finance,V0024,Invoice,386.3,Direct Debit,USD,Rejected,2026-01-15,INV00001287,EMP00421,USR0014
TX0001288,2025-10-05,A007,Operations,V0468,Journal Entry,186.72,Bank Transfer,GBP,Approved,2025-10-06,INV00001288,EMP00416,USR0015
TX0001289,2025-06-21,A044,Finance,V0375,Invoice,2174.96,Cheque,USD,Pending,2025-06-23,INV00001289,EMP00422,USR0120
TX0001290,2025-04-02,A044,IT,V0331,Payment,4531.23,Direct Debit,GBP,Pending,2025-04-03,INV00001290,EMP00406,USR0111
TX0001291,2026-01-28,A006,Operations,V0354,Invoice,452.2,Direct Debit,USD,Pending,2026-02-04,INV00001291,EMP00278,USR0060
TX0001292,2025-10-14,A016,Operations,V0274,Invoice,430.62,Card,USD,Approved,2025-10-19,INV00001292,EMP00146,USR0129
TX0001293,2025-04-11,A066,Finance,V0299,Credit Note,6216.65,Direct Debit,USD,Approved,2025-04-17,INV00001293,EMP00330,USR0165
TX0001294,2025-11-20,A074,Sales,V0495,Expense,490.35,Card,GBP,Pending,2025-11-26,INV00001294,EMP00253,USR0060
TX0001295,2025-10-12,A004,Marketing,V0191,Invoice,7642.96,Card,GBP,Rejected,2025-10-18,INV00001295,EMP00187,USR0149
TX0001296,2025-07-28,A064,Operations,V0409,Invoice,623.84,Card,USD,Pending,2025-08-02,INV00001296,EMP00184,USR0108
TX0001297,2025-04-20,A005,Finance,V0140,Invoice,1733.57,Bank Transfer,GBP,Approved,2025-04-21,INV00001297,EMP00212,USR0050
TX0001298,2025-12-17,A037,Procurement,V0040,Journal Entry,521.01,Direct Debit,USD,Approved,2025-12-20,INV00001298,EMP00221,USR0066
TX0001299,2026-01-18,A026,Procurement,V0097,Invoice,3302.5,Cheque,EUR,Pending,2026-01-20,INV00001299,EMP00009,USR0021
TX0001300,2025-12-12,A030,Sales,V0115,Expense,3618.53,Card,GBP,Approved,2025-12-12,INV00001300,EMP00382,USR0020
TX0001301,2025-11-08,A002,IT,V0445,Expense,821.95,Card,GBP,Pending,2025-11-15,INV00001301,EMP00269,USR0196
TX0001302,2025-11-12,A018,Sales,V0088,Payment,2535.12,Cheque,GBP,Rejected,2025-11-13,INV00001302,EMP00405,USR0154
TX0001303,2025-05-23,A007,HR,V0421,Invoice,1786.34,Card,GBP,Rejected,2025-05-24,INV00001303,EMP00444,USR0129
TX0001304,2026-03-21,A020,Operations,V0166,Invoice,11612.43,Direct Debit,GBP,Rejected,2026-03-28,INV00001304,EMP00187,USR0087
TX0001305,2026-03-08,A015,Procurement,V0033,Invoice,1500.5,Card,GBP,Approved,2026-03-09,INV00001305,EMP00014,USR0171
TX0001306,2026-03-30,A052,Operations,V0140,Payment,1637.22,Direct Debit,EUR,Rejected,2026-04-05,INV00001306,EMP00204,USR0192
TX0001307,2026-01-05,A028,IT,V0008,Invoice,856.94,Card,GBP,Approved,2026-01-11,INV00001307,EMP00344,USR0082
TX0001308,2025-06-20,A064,Operations,V0193,Invoice,83.93,Card,GBP,Rejected,2025-06-20,INV00001308,EMP00459,USR0135
TX0001309,2025-10-19,A067,Operations,V0399,Credit Note,1162.51,Bank Transfer,EUR,Approved,2025-10-24,INV00001309,EMP00265,USR0170
TX0001310,2025-09-05,A003,Procurement,V0385,Expense,1373.63,Direct Debit,EUR,Approved,2025-09-08,INV00001310,EMP00246,USR0191
TX0001311,2025-07-29,A057,IT,V0045,Expense,4390.64,Direct Debit,GBP,Pending,2025-08-04,INV00001311,EMP00035,USR0033
TX0001312,2025-05-29,A055,Operations,V0078,Journal Entry,426.32,Cheque,GBP,Pending,2025-06-04,INV00001312,EMP00017,USR0113
TX0001313,2025-11-01,A012,Finance,V0045,Invoice,219.76,Bank Transfer,GBP,Approved,2025-11-05,INV00001313,EMP00243,USR0038
TX0001314,2025-08-06,A064,Procurement,V0231,Invoice,1982.81,Direct Debit,GBP,Rejected,2025-08-08,INV00001314,EMP00390,USR0173
TX0001315,2025-11-10,A057,Procurement,V0056,Payment,628.16,Cheque,GBP,Pending,2025-11-15,INV00001315,EMP00124,USR0162
TX0001316,2025-10-26,A036,Procurement,V0314,Payment,715.29,Direct Debit,GBP,Pending,2025-10-31,INV00001316,EMP00288,USR0141
TX0001317,2025-07-24,A008,Operations,V0485,Expense,778.87,Card,USD,Rejected,2025-07-31,INV00001317,EMP00136,USR0166
TX0001318,2025-10-26,A009,HR,V0207,Invoice,3493.67,Bank Transfer,GBP,Approved,2025-10-27,INV00001318,EMP00433,USR0115
TX0001319,2025-04-14,A035,IT,V0433,Expense,688.28,Direct Debit,GBP,Approved,2025-04-19,INV00001319,EMP00287,USR0066
TX0001320,2025-04-09,A035,Operations,V0349,Expense,964.58,Cheque,GBP,Approved,2025-04-12,INV00001320,EMP00465,USR0143
TX0001321,2025-05-10,A011,Procurement,V0263,Invoice,465.02,Cheque,USD,Approved,2025-05-13,INV00001321,EMP00331,USR0071
TX0001322,2025-11-23,A006,Procurement,V0131,Invoice,2356.02,Direct Debit,GBP,Approved,2025-11-26,INV00001322,EMP00260,USR0034
TX0001323,2026-01-06,A025,HR,V0317,Expense,1692.62,Direct Debit,GBP,Approved,2026-01-12,INV00001323,EMP00363,USR0131
