Transaction_ID,Transaction_Date,Account_ID,Department,Vendor_ID,Transaction_Type,Amount,Payment_Method,Currency,Status,Posting_Date,Invoice_Number,Approver_ID,Created_By,Missing_Vendor_Flag,Missing_Approver_Flag,Missing_Account_Flag,Invalid_Amount_Flag,Invalid_Posting_Date_Flag,Duplicate_Invoice_Flag,Period_End_Flag,Required_Approval,Approval_Exception_Flag,Anomaly_Flag,Exception_Count,Exception_Flag,Risk_Level
TX0018210,2025-12-29,A064,Procurement,V0153,Credit Note,306.76,Cheque,EUR,Approved,2026-01-05,INV00018210,EMP00237,USR0059,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018214,2025-04-22,A029,Procurement,V0187,Journal Entry,8840.18,Direct Debit,GBP,Approved,2025-04-23,INV00018214,EMP00311,USR0003,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018217,2026-03-29,A045,Finance,V0292,Expense,3299.59,Card,GBP,Approved,2026-04-05,INV00018217,EMP00424,USR0121,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018222,2025-08-29,A043,Finance,V0383,Expense,4652.81,Card,GBP,Pending,2025-09-02,INV00018222,,USR0020,0,1,0,0,0,0,1,Senior Manager,1,0,3,1,High
TX0018223,2025-10-30,A017,Sales,V0047,Expense,2832.32,Direct Debit,USD,Approved,2025-11-02,INV00018223,EMP00059,USR0043,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018226,2026-01-28,A008,Finance,V0138,Invoice,1448.07,Direct Debit,GBP,Approved,2026-02-04,INV00018226,EMP00088,USR0103,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018228,2025-08-29,A024,HR,V0097,Journal Entry,4719.69,Bank Transfer,GBP,Pending,2025-09-04,INV00018228,EMP00127,USR0200,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018237,2026-01-31,A080,IT,V0188,Invoice,10974.5,Cheque,GBP,Rejected,2026-02-02,INV00018237,EMP00064,USR0121,0,0,0,0,0,0,1,Finance Director,0,1,2,1,Medium
TX0018238,2025-08-02,A022,Procurement,V0295,Journal Entry,12183.45,Direct Debit,EUR,Rejected,2025-08-08,INV00018238,EMP00458,USR0049,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018241,2026-03-31,A020,HR,V0360,Invoice,1463.23,Card,GBP,Rejected,2026-04-01,INV00018241,EMP00313,USR0197,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018242,2025-05-19,A031,Marketing,V0177,Invoice,21378.24,Bank Transfer,USD,Pending,2025-05-25,INV00018242,EMP00132,USR0074,0,0,0,0,0,1,0,Finance Director,0,1,2,1,Medium
TX0018243,2025-04-06,A069,Sales,V0479,Expense,23965.68,Bank Transfer,,Rejected,2025-04-10,INV00018243,EMP00357,USR0007,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018245,2025-07-27,A059,Sales,V0139,Invoice,892.75,Direct Debit,GBP,Approved,2025-07-29,INV00018245,EMP00076,USR0025,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018250,2026-03-29,A067,Finance,,Credit Note,1253.15,Cheque,GBP,Approved,2025-05-02,INV00018250,EMP00405,USR0183,1,0,0,0,1,0,1,Senior Manager,0,0,3,1,High
TX0018254,2025-07-06,A036,Sales,V0467,Invoice,1261.9,Card,GBP,Approved,2025-07-10,INV00018254,,USR0071,0,1,0,0,0,0,0,Senior Manager,1,0,2,1,Medium
TX0018255,2025-04-17,A051,Procurement,V0480,Invoice,35865.44,Direct Debit,GBP,Approved,2025-04-24,INV00018255,EMP00132,USR0040,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018256,2025-09-20,A036,Operations,V0346,Invoice,9693.01,Card,EUR,Pending,2025-09-24,INV00018256,EMP00291,USR0082,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018263,2025-04-29,A069,Operations,V0334,Expense,1160.06,Cheque,GBP,Approved,2025-05-03,INV00018263,EMP00197,USR0086,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018265,2025-08-01,A012,HR,V0262,Invoice,6756.03,Direct Debit,USD,Rejected,2025-08-08,INV00018265,EMP00043,USR0164,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018266,2025-05-24,A039,Sales,V0033,Journal Entry,10369.93,Direct Debit,USD,Approved,2025-05-20,INV00018266,EMP00072,USR0092,0,0,0,0,1,0,0,Finance Director,0,1,2,1,Medium
TX0018268,2025-07-11,A049,Sales,V0313,Invoice,9269.63,Bank Transfer,GBP,Approved,2025-07-14,INV00018268,EMP00459,USR0004,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018273,2026-03-09,A070,IT,V0102,Invoice,6116.31,Bank Transfer,USD,Rejected,2026-03-11,INV00018273,EMP00070,USR0198,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018282,2025-05-22,A035,Operations,,Invoice,5882.97,Card,EUR,Approved,2025-05-25,INV00018282,EMP00101,USR0027,1,0,0,0,0,0,0,Senior Manager,0,1,2,1,Medium
TX0018289,2025-10-29,A053,Marketing,V0281,Invoice,4623.78,Cheque,EUR,Pending,2025-10-30,INV00018289,EMP00198,USR0083,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018293,2025-10-03,A004,Procurement,V0419,Invoice,8690.81,Direct Debit,GBP,Approved,2025-10-10,INV00018293,EMP00415,USR0108,0,0,0,0,0,1,0,Senior Manager,0,1,2,1,Medium
TX0018294,2025-10-31,A023,Procurement,V0306,Journal Entry,558.58,Bank Transfer,GBP,Rejected,2025-11-07,INV00018294,EMP00194,USR0049,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018295,2026-01-31,A050,IT,V0229,Expense,780.13,Bank Transfer,USD,Rejected,2026-02-02,INV00018295,EMP00416,USR0099,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018298,2025-10-13,A043,IT,V0050,Payment,13866.3,Direct Debit,GBP,Approved,2025-10-14,INV00018298,EMP00368,USR0043,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018299,2025-08-29,A065,IT,V0155,Payment,3233.7,Cheque,GBP,Approved,2025-09-04,INV00018299,EMP00420,USR0083,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018301,2025-07-27,A043,HR,V0153,Expense,3723.02,Direct Debit,GBP,Approved,2025-07-27,INV00018301,EMP00369,USR0137,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018302,2026-03-31,A032,Sales,V0007,Payment,1871.25,Direct Debit,GBP,Approved,2026-04-01,INV00018302,EMP00020,USR0077,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018305,2025-05-14,A012,Sales,V0196,Invoice,5961.63,Card,EUR,Approved,2025-05-20,INV00018305,EMP00014,USR0073,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018310,2025-12-30,A061,Procurement,V0385,Invoice,598.54,Bank Transfer,GBP,Rejected,2026-01-01,INV00018310,EMP00200,USR0067,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018313,2025-05-30,A037,HR,V0418,Invoice,1379.54,Cheque,GBP,Approved,2025-06-06,INV00018313,EMP00166,USR0031,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018316,2025-12-27,A057,Operations,V0066,Journal Entry,3910.84,Card,GBP,Pending,2026-01-02,INV00018316,EMP00147,USR0186,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018320,2025-05-18,A063,Finance,V0126,Expense,9153.06,Direct Debit,GBP,Approved,2025-05-25,INV00018320,EMP00078,USR0156,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018321,2025-06-11,A016,IT,V0390,Expense,19576.74,Bank Transfer,GBP,Pending,2025-06-13,INV00018321,EMP00160,USR0149,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018326,2025-12-30,A066,Finance,V0277,Journal Entry,7073.03,Direct Debit,GBP,Approved,2025-12-31,INV00018326,EMP00072,USR0025,0,0,0,0,0,0,1,Senior Manager,0,1,2,1,Medium
TX0018328,2026-01-29,A038,HR,V0407,Invoice,5170.61,Cheque,GBP,Pending,2026-02-03,INV00018328,EMP00068,USR0185,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018329,2025-04-30,A075,HR,V0048,Invoice,2253.07,Direct Debit,USD,Approved,2025-05-02,INV00018329,EMP00495,USR0111,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018330,2025-07-06,A005,Operations,V0157,Invoice,1253.37,Bank Transfer,GBP,Pending,2025-07-08,INV00001431,EMP00401,USR0166,0,0,0,0,0,1,0,Senior Manager,0,0,1,1,Low
TX0018332,2025-04-07,A014,HR,V0094,Invoice,1034.89,Card,EUR,Approved,2025-04-08,INV00018332,EMP00478,USR0156,0,0,0,0,0,1,0,Senior Manager,0,0,1,1,Low
TX0018339,2025-12-27,A008,Procurement,V0130,Journal Entry,333.75,Card,USD,Rejected,2026-01-01,INV00018339,EMP00184,USR0180,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018344,2025-05-31,A025,Sales,V0132,Invoice,1219.94,Cheque,GBP,Approved,2025-06-01,INV00018344,EMP00491,USR0034,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018345,2025-07-29,A021,Operations,V0111,Payment,989.82,Cheque,USD,Approved,2025-08-02,INV00018345,EMP00362,USR0162,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018346,2025-05-31,A046,IT,V0086,Invoice,60289.68,Card,USD,Rejected,2025-06-06,INV00018346,EMP00015,USR0183,0,0,0,0,0,0,1,Finance Director,0,1,2,1,High
TX0018348,2025-04-26,A068,Marketing,V0406,Payment,7502.72,Cheque,USD,Approved,2025-05-01,INV00018348,EMP00464,USR0130,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018355,2026-03-30,A050,HR,V0140,Invoice,2072.13,Cheque,GBP,Pending,2026-01-26,INV00018355,EMP00458,USR0037,0,0,0,0,1,0,1,Senior Manager,0,0,2,1,Medium
TX0018359,2025-04-27,A009,Sales,V0019,Invoice,1742.98,Bank Transfer,GBP,Approved,2025-04-28,INV00018359,EMP00273,USR0126,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018360,2025-06-12,A034,Sales,V0085,Journal Entry,-10841.71,Cheque,EUR,Approved,2025-06-19,INV00018360,EMP00230,USR0136,0,0,0,1,0,0,0,Finance Director,0,0,1,1,Medium
TX0018364,2026-01-25,A069,IT,V0250,Expense,10807.41,Bank Transfer,GBP,Rejected,2026-01-25,INV00018364,EMP00259,USR0061,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018367,2025-10-29,A051,IT,V0134,Expense,418.06,Bank Transfer,USD,Pending,2025-10-30,INV00018367,EMP00268,USR0132,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018368,2025-06-15,A059,Operations,V0383,Journal Entry,22618.38,Cheque,GBP,Pending,2025-06-18,INV00018368,EMP00394,USR0195,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018374,2025-07-07,A017,Operations,V0162,Invoice,4833.51,Bank Transfer,GBP,Approved,2025-07-09,INV00018374,,USR0069,0,1,0,0,0,1,0,Senior Manager,1,0,3,1,High
TX0018375,2025-11-03,A035,IT,V0178,Invoice,6501.37,Bank Transfer,EUR,Approved,2025-11-03,INV00018375,EMP00161,USR0058,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018376,2025-04-28,A013,Finance,V0019,Invoice,268.81,Cheque,GBP,Approved,2025-04-29,INV00018376,EMP00307,USR0196,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018378,2025-12-29,A036,Procurement,V0305,Expense,439.08,Bank Transfer,EUR,Pending,2025-12-31,INV00018378,EMP00302,USR0127,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018384,2025-06-27,A066,IT,V0295,Expense,2197.56,Direct Debit,GBP,Approved,2025-07-03,INV00018384,EMP00066,USR0168,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018385,2026-02-12,A023,Operations,V0047,Expense,11013.8,Bank Transfer,EUR,Pending,2026-02-14,INV00018385,EMP00168,USR0157,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018394,2025-11-30,A060,Marketing,V0238,Journal Entry,1147.42,Card,USD,Approved,2025-12-02,INV00018394,EMP00435,USR0073,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018398,2025-10-24,A009,Sales,V0135,Invoice,13300.55,Bank Transfer,GBP,Rejected,2025-10-31,INV00018398,EMP00132,USR0189,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018402,2026-03-09,A054,Sales,V0051,Invoice,11777.29,Direct Debit,EUR,Pending,2026-03-12,INV00018402,EMP00352,USR0117,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018405,2025-07-29,A075,HR,V0161,Journal Entry,313.13,Cheque,GBP,Approved,2025-08-05,INV00018405,EMP00116,USR0062,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018410,2026-02-06,A026,Marketing,V0205,Payment,1456.99,Cheque,GBP,Rejected,2026-02-08,INV00018410,,USR0138,0,1,0,0,0,0,0,Senior Manager,1,0,2,1,Medium
TX0018412,2025-07-30,A062,IT,V0265,Payment,1344.59,Direct Debit,GBP,Rejected,2025-08-06,INV00018412,EMP00132,USR0162,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018413,2025-06-29,A005,Finance,V0257,Invoice,757.19,Cheque,EUR,Rejected,2025-07-01,INV00018413,EMP00053,USR0107,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018416,2025-09-27,A040,Operations,V0488,Invoice,3919.9,Cheque,GBP,Rejected,2025-09-28,INV00018416,EMP00255,USR0052,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018426,2025-05-30,A055,Operations,V0453,Invoice,2714.71,Cheque,GBP,Approved,2025-06-03,INV00018426,EMP00205,USR0200,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018429,2025-05-08,A022,Finance,,Payment,2758.77,Direct Debit,USD,Pending,2025-05-10,INV00018429,EMP00181,USR0102,1,0,0,0,0,0,0,Senior Manager,0,0,1,1,Low
TX0018432,2026-01-28,A008,Finance,V0005,Journal Entry,5006.27,Bank Transfer,GBP,Rejected,2026-01-29,INV00018432,EMP00445,USR0107,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018434,2026-02-28,A033,Procurement,V0232,Payment,309.15,Direct Debit,GBP,Approved,2026-02-28,INV00018434,EMP00408,USR0017,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018438,2025-05-14,A013,Sales,V0434,Invoice,6312.63,Card,GBP,Rejected,2025-05-20,INV00018438,EMP00137,USR0070,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018444,2025-05-17,A054,Finance,V0490,Invoice,7132.35,Card,GBP,Pending,2025-05-19,INV00018444,EMP00011,USR0056,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018449,2025-06-28,A012,HR,V0247,Journal Entry,281.8,Direct Debit,EUR,Pending,2025-06-30,INV00018449,EMP00158,USR0179,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018452,2025-07-28,A027,Finance,V0345,Payment,281.26,Bank Transfer,GBP,Rejected,2025-07-28,INV00018452,EMP00040,USR0041,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018455,2025-09-25,A012,IT,V0225,Invoice,7342.35,Cheque,GBP,Pending,2025-09-26,INV00018455,EMP00049,USR0193,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018459,2025-05-29,A028,Sales,V0039,Payment,4193.86,Card,GBP,Approved,2025-05-30,INV00018459,EMP00442,USR0067,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018460,2025-11-06,A008,Sales,V0041,Payment,6448.78,Card,EUR,Approved,2025-11-09,INV00018460,EMP00296,USR0103,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018461,2025-10-02,A076,HR,V0468,Payment,6866.36,Card,GBP,Rejected,2025-10-09,INV00018461,EMP00252,USR0018,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018467,2026-03-27,A054,Operations,V0314,Invoice,1834.81,Bank Transfer,GBP,Pending,2026-03-28,INV00018467,EMP00220,USR0074,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018474,2025-10-22,A063,Procurement,V0112,Invoice,9487.1,Bank Transfer,EUR,Rejected,2025-10-25,INV00018474,EMP00274,USR0183,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018480,2026-03-30,A046,HR,V0471,Invoice,187.62,Direct Debit,GBP,Approved,2026-04-06,INV00067925,EMP00437,USR0130,0,0,0,0,0,1,1,Department Manager,0,0,2,1,Medium
TX0018481,2025-11-27,A031,Finance,V0403,Credit Note,-4789.82,Cheque,GBP,Approved,2025-11-28,INV00018481,EMP00033,USR0099,0,0,0,1,0,0,1,Senior Manager,0,0,2,1,Medium
TX0018484,2025-06-29,A051,Procurement,V0088,Invoice,2343.62,Direct Debit,GBP,Approved,2025-07-01,INV00018484,EMP00391,USR0040,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018486,2025-09-24,A043,Procurement,V0397,Invoice,13075.5,Direct Debit,GBP,Approved,2025-09-28,INV00018486,EMP00221,USR0059,0,0,0,0,0,1,0,Finance Director,0,1,2,1,Medium
TX0018490,2026-03-31,A035,Sales,V0205,Invoice,3990.09,Card,GBP,Approved,2026-03-31,INV00018490,EMP00345,USR0191,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018493,2025-09-28,A048,Operations,V0479,Payment,1113.64,Cheque,GBP,Approved,2025-09-30,INV00018493,EMP00168,USR0124,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018499,2026-01-27,A033,IT,V0379,Payment,1234.88,Card,EUR,Approved,2026-02-02,INV00018499,EMP00338,USR0101,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018500,2025-04-02,A048,Procurement,V0367,Payment,11179.81,Direct Debit,GBP,Rejected,2025-04-02,INV00018500,EMP00219,USR0182,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018501,2025-07-28,A054,Procurement,V0317,Invoice,221.72,Bank Transfer,GBP,Rejected,2025-08-04,INV00018501,EMP00159,USR0021,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018509,2026-03-27,A025,Finance,V0083,Payment,1278.38,Cheque,EUR,Approved,2026-03-29,INV00018509,EMP00469,USR0010,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018516,2025-12-05,A014,Sales,V0240,Credit Note,11763.5,Bank Transfer,USD,Rejected,2025-12-10,INV00018516,EMP00121,USR0181,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018520,2026-01-11,A024,IT,V0238,Expense,9643.1,Bank Transfer,GBP,Rejected,2026-01-11,INV00018520,EMP00066,USR0159,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018522,2025-10-28,A058,HR,V0370,Expense,89.42,Bank Transfer,GBP,Approved,2025-11-04,INV00018522,EMP00162,USR0080,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018527,2025-12-27,A016,IT,V0400,Journal Entry,535.26,Direct Debit,USD,Approved,2025-12-31,INV00018527,EMP00311,USR0159,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018528,2025-09-27,A070,HR,V0057,Expense,2004.2,Card,USD,Approved,2025-10-04,INV00018528,EMP00127,USR0088,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018532,2025-09-27,A016,Marketing,V0455,Credit Note,1322.37,Card,USD,Approved,2025-09-29,INV00018532,EMP00259,USR0008,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018533,2025-09-10,A002,Operations,V0006,Expense,5899.5,Cheque,GBP,Approved,2025-09-16,INV00018533,EMP00117,USR0045,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018544,2025-08-30,A061,Procurement,V0478,Expense,465.64,Direct Debit,GBP,Approved,2025-09-01,INV00018544,EMP00441,USR0126,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018552,2025-11-28,A072,Procurement,V0030,Invoice,807.28,Card,EUR,Approved,2025-12-01,INV00018552,EMP00337,USR0172,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018564,2025-09-28,A015,HR,V0006,Journal Entry,2127.46,Bank Transfer,USD,Approved,2025-09-29,INV00018564,EMP00287,USR0073,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018566,2025-04-04,A012,Operations,V0065,Payment,6368.17,Card,GBP,Rejected,2025-04-11,INV00018566,EMP00192,USR0107,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018572,2025-07-30,A067,Sales,V0344,Expense,2309.66,Bank Transfer,GBP,Rejected,2025-08-03,INV00018572,EMP00231,USR0125,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018573,2025-12-31,A005,HR,V0038,Payment,491.8,Bank Transfer,GBP,Pending,2026-01-05,INV00018573,EMP00376,USR0008,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018575,2026-01-29,A042,Operations,V0491,Invoice,497.39,Direct Debit,USD,Approved,2026-02-03,INV00018575,EMP00199,USR0193,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018582,2025-08-24,A022,HR,V0071,Journal Entry,9754.66,Bank Transfer,EUR,Approved,2025-08-30,INV00018582,EMP00140,USR0174,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018587,2025-10-27,A026,HR,V0301,Expense,911.35,Direct Debit,GBP,Rejected,2025-10-30,INV00018587,EMP00491,USR0080,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018598,2025-12-12,A067,Sales,,Invoice,537.63,Direct Debit,GBP,Approved,2025-12-19,INV00018598,EMP00325,USR0116,1,0,0,0,0,0,0,Department Manager,0,0,1,1,Low
TX0018610,2025-12-21,A021,Finance,V0209,Invoice,11724.1,Direct Debit,GBP,Pending,2025-12-22,INV00018610,EMP00364,USR0064,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018612,2025-04-30,A004,Operations,V0193,Invoice,1288.68,Cheque,GBP,Approved,2025-05-03,INV00018612,EMP00200,USR0143,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018616,2025-12-27,A076,Marketing,V0194,Invoice,382.22,Card,GBP,Approved,2025-12-29,INV00018616,EMP00067,USR0055,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018617,2025-06-28,A012,Marketing,V0370,Invoice,3286.19,Card,GBP,Approved,2025-07-01,INV00018617,EMP00049,USR0067,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018622,2025-05-31,A021,Marketing,V0468,Invoice,3714.78,Bank Transfer,GBP,Approved,2025-06-07,INV00018622,EMP00446,USR0016,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018624,2025-04-26,A050,IT,V0165,Invoice,7630.83,Direct Debit,GBP,Approved,2025-04-29,INV00018624,EMP00010,USR0109,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018625,2025-06-22,A001,Operations,V0203,Payment,9334.29,Card,GBP,Approved,2025-06-26,INV00018625,EMP00047,USR0025,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018626,2026-03-30,A032,IT,V0169,Journal Entry,876.2,Direct Debit,GBP,Approved,2026-04-06,INV00018626,EMP00399,USR0056,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018627,2025-05-30,A067,Marketing,V0284,Invoice,576.59,Bank Transfer,GBP,Rejected,2025-06-03,INV00018627,EMP00069,USR0073,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018632,2026-01-29,A044,Sales,V0028,Journal Entry,502.82,Direct Debit,GBP,Pending,2026-02-01,INV00018632,EMP00418,USR0020,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018634,2025-10-08,A012,IT,V0021,Invoice,6603.69,Card,EUR,Pending,2025-10-13,INV00018634,EMP00259,USR0069,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018635,2026-01-17,A034,IT,V0292,Invoice,1149.92,Direct Debit,USD,Approved,2026-01-22,INV00018635,EMP00373,USR0030,0,0,0,0,0,1,0,Senior Manager,0,0,1,1,Low
TX0018636,2025-08-30,A036,Operations,V0467,Invoice,1780.65,Direct Debit,GBP,Pending,2025-09-06,INV00018636,EMP00076,USR0127,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018639,2025-12-27,A020,Procurement,V0180,Expense,373.83,Direct Debit,GBP,Pending,2025-12-31,INV00018639,EMP00140,USR0058,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018643,2025-04-28,A055,Procurement,V0320,Invoice,22324.41,Card,GBP,Approved,2025-05-05,INV00018643,EMP00399,USR0110,0,0,0,0,0,0,1,Finance Director,0,1,2,1,Medium
TX0018645,2025-11-27,A051,Marketing,V0090,Invoice,2249.96,Card,EUR,Approved,2025-12-02,INV00018645,EMP00217,USR0121,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018649,2026-01-28,A076,Operations,V0099,Payment,674.75,Direct Debit,USD,Pending,2026-01-30,INV00018649,EMP00390,USR0101,0,0,0,0,0,0,1,Department Manager,0,0,1,1,Low
TX0018652,2026-03-28,A028,Sales,V0449,Invoice,1144.12,Cheque,GBP,Pending,2026-04-02,INV00018652,EMP00193,USR0116,0,0,0,0,0,0,1,Senior Manager,0,0,1,1,Low
TX0018654,2026-03-29,A006,Marketing,V0379,Journal Entry,884.12,Cheque,GBP,Approved,2025-07-03,INV00018654,EMP00284,USR0134,0,0,0,0,1,0,1,Department Manager,0,0,2,1,Medium
TX0018655,2026-02-22,A005,Marketing,V0418,Invoice,7710.79,Bank Transfer,EUR,Pending,2026-02-23,INV00018655,EMP00094,USR0141,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018659,2025-12-06,A057,Finance,V0446,Expense,6886.44,Cheque,USD,Approved,2025-12-11,INV00018659,EMP00232,USR0086,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018664,2026-02-28,A077,IT,V0485,Invoice,7805.09,Bank Transfer,GBP,Approved,2026-03-04,INV00018664,EMP00375,USR0195,0,0,0,0,0,0,1,Senior Manager,0,1,2,1,Medium
TX0018665,2025-09-23,A053,IT,V0057,Expense,8034.76,Direct Debit,GBP,Approved,2025-09-24,INV00018665,EMP00132,USR0102,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
TX0018668,2025-08-09,A027,Finance,V0444,Invoice,11670.11,Cheque,GBP,Approved,2025-08-12,INV00018668,EMP00276,USR0078,0,0,0,0,0,0,0,Finance Director,0,1,1,1,Medium
TX0018671,2026-02-04,A029,Sales,V0362,Invoice,6192.84,Cheque,GBP,Approved,2026-02-04,INV00018671,EMP00235,USR0125,0,0,0,0,0,0,0,Senior Manager,0,1,1,1,Low
